table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_022,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Troubles concentrating or making decisions,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_023,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling hopeless,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_024,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Thoughts of death,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_025,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling like nothing is fun,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_026,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling restless or fidgety,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_027,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling slowed down,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_028,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling guilty,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_029,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling sad,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_030,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Feeling irritable,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_031,item,,,Your child reported the following problems. Have these or were these present for a year or longer: Difficulty making decisions,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_031__day,item,,,"Depression problems: Back then, what was the longest that your child went without any of the problems we have just discussed - Days",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_031__mo,item,,,"Depression problems: Back then, what was the longest that your child went without any of the problems we have just discussed - Months",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__past_031__wk,item,,,"Depression problems: Back then, what was the longest that your child went without any of the problems we have just discussed - Weeks",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_001,item,,,"In the past 2 weeks, how often has your child been sleeping two or more hours a day more than usual, either napping during the day or sleeping more hours at night?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_002,item,,,"In the past two weeks, how often has your child felt tired, like he or she just didn't have enough energy to do the things he or she normally does?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_003,item,,,"In the past two weeks, how often has your child found it hard to concentrate?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_003__01,item,,,I know your child has had concentration problems for a long time. Did the problems with concentration get worse when he or she got sad?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_004,item,,,"In the past two weeks, how often has your child had trouble making up his or her mind about everyday decisions like what to wear, eat, or do?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_005,item,,,"In the past two weeks, how often has your child found himself or herself less hungry than usual?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_006,item,,,"Since your child's mood has been down, has he or she lost any weight?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_007,item,,,"In the past two weeks, has your child been especially hungry, craving sweets, or eating more than usual?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_008,item,,,"Since your child has been feeling how you previously reported, has he or she gained any weight?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_009,item,,,"In the past two weeks, how often has your child felt agitated, like it was hard to sit without bouncing his or her leg or getting up and moving around?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_009__01,item,,,Did the trouble sitting still start when your child's mood changed?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_009__02,item,,,Did this trouble sitting still become worse when your child became sad?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_010,item,,,"In the past two weeks, how often has your child felt slowed down, like he or she was talking or walking in slow motion?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_011,item,,,"In the past two weeks, how often has your child felt guilty about something he or she said, did, or thought?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_012,item,,,"In the past two weeks, how often has your child felt really bad about themselves?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_013,item,,,"In the past two weeks, how often has your child felt hopeless?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_014,item,,,"In the past two weeks, how often has your child felt bad about himself or herself, like he or she was not as good as other kids, or that there were a lot of things he or she didn't like about themself?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___1,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: With friends,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___2,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: With family,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___3,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: At school,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___4,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: At work,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___5,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: In after school activities,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_015___6,item,,,Depression problems: Have the things we have just been talking about caused problems for your child in any of the following areas [Multi-select]: In other places or times,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_016,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Poor appetite or overeating,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_017,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Lost or gained weight,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_018,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Troubles falling asleep or sleeping too much,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_019,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling tired or fatigued,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_020,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling bad about yourself,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_021,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Troubles concentrating or making decisions,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_021__v01,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Troubles concentrating,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_022,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling hopeless,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_023,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Thoughts of death,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_024,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling like nothing is fun,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_025,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling restless or fidgety,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_026,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling slowed down,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_027,item,,,You reported that your child has the following current problems. Let me know if they have been present for a year or longer [Multi-select]: Feeling guilty,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_028__day,item,,,"Depression problems: In the past year, what was the longest that your child went without any of the problems we have just discussed - Days",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_028__mo,item,,,"Depression problems: In the past year, what was the longest that your child went without any of the problems we have just discussed - Months",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__pres_028__wk,item,,,"Depression problems: In the past year, what was the longest that your child went without any of the problems we have just discussed - Weeks",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_001,item,,,"Was there ever a time in the past that your child felt sad or down for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_001__01,item,,,"Was there ever another time in the past that your child felt sad or down for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_002,item,,,"Was there ever a time in the past that your child felt, annoyed, irritable, or cranky for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_002__01,item,,,"Was there ever another time in the past that your child felt, annoyed, irritable, or cranky for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_003,item,,,"Was there ever a time in the past that your child felt bored, like nothing was fun for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_003__01,item,,,"Was there ever another time in the past that your child felt bored, like nothing was fun for most of the day, nearly every day, for two weeks or longer?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_003__mo,item,,,"Was there ever another time in the past that your child felt bored, like nothing was fun for most of the day, nearly every day, for two weeks or longer - Month",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_003__yr,item,,,"Was there ever another time in the past that your child felt bored, like nothing was fun for most of the day, nearly every day, for two weeks or longer - Year",{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_004__01__mo,item,,,Depression symptoms: How long did it last for your child back then - Months,{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_004__01__wk,item,,,Depression symptoms: How long did it last for your child back then - Weeks,{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_004__01__yr,item,,,Depression symptoms: How long did it last for your child back then - Years,{},,False
mh_p_ksads__dep,parent,dep,mh_p_ksads__dep__screen__past_004a__mo,item,,,"You said that in the past there was a time that lasted at least two weeks when for most of the day your child felt sad or down. When was that? If your child felt that way more than once, let me know when it was the worst - Month",{},,False
